trade_date,ticker,close_price,trade_id
2024-01-01T00:00:00,BTC,44167.33203125,a31f9d1a-d81c-498a-8fc2-4753c3a2a0aa
2024-01-02T00:00:00,BTC,44957.96875,0374d873-7dab-4459-a112-92e08eed3480
2024-01-03T00:00:00,BTC,42848.17578125,87534b07-fbb4-4029-8ea4-b46bee24b4cb
2024-01-04T00:00:00,BTC,44179.921875,7a89a889-54a8-4edd-8d6e-d16f26587762
2024-01-05T00:00:00,BTC,44162.69140625,f94f8e27-987c-4035-9b6e-d7af2a28835d
2024-01-06T00:00:00,BTC,43989.1953125,7937acd3-e4d5-4ff3-b74e-d47aa69208ae
2024-01-07T00:00:00,BTC,43943.09765625,ee8bfff5-9d0f-4812-b6d4-3798b298c50c
2024-01-08T00:00:00,BTC,46970.50390625,7e4da8c3-e1a2-4c69-88b2-173abdc42b8f
2024-01-09T00:00:00,BTC,46139.73046875,42b3b7eb-14cc-4e0b-9ee1-476c8fdee5dd
2024-01-10T00:00:00,BTC,46627.77734375,f5d0bfd0-d341-4aee-ab30-6162e018e037
2024-01-11T00:00:00,BTC,46368.5859375,2eead202-a728-4ba9-9494-52b6c21246b1
2024-01-12T00:00:00,BTC,42853.16796875,a4c70292-a97e-4e89-9c21-06ece4997ce8
2024-01-13T00:00:00,BTC,42842.3828125,ca5aa90c-bbd3-47f9-b897-6252de328888
2024-01-14T00:00:00,BTC,41796.26953125,7c4e0d2d-e2d9-4cc4-9472-561afdf618b6
2024-01-15T00:00:00,BTC,42511.96875,8e48bee3-2959-47f4-b388-0909cfc5bc0a
2024-01-16T00:00:00,BTC,43154.9453125,a393cd1d-a8da-4c01-abd7-cd5fce8527e3
2024-01-17T00:00:00,BTC,42742.65234375,a0655485-c57b-45ac-b8cd-b8376da0312f
2024-01-18T00:00:00,BTC,41262.05859375,9d09e132-d93d-4aec-8e6c-8012e0b632a1
2024-01-19T00:00:00,BTC,41618.40625,478df895-9e98-46bb-b8d6-368decc140e6
2024-01-20T00:00:00,BTC,41665.5859375,d4ec6644-0c7b-40af-8e2f-9f10d2acaf97
2024-01-21T00:00:00,BTC,41545.78515625,3c321e39-5923-4c94-8a22-685d025362ff
2024-01-22T00:00:00,BTC,39507.3671875,403374de-38bf-418e-8e43-7f11ea3a7a13
2024-01-23T00:00:00,BTC,39845.55078125,1a5099be-3342-4e9d-9d97-8f50e59d706e
2024-01-24T00:00:00,BTC,40077.07421875,14040b8d-dca1-4ab2-8127-388054785414
2024-01-25T00:00:00,BTC,39933.80859375,013b8ddc-e988-4dce-adb3-52a498f949db
2024-01-26T00:00:00,BTC,41816.87109375,a4e672e9-2248-4ca5-b670-2c3661149c7e
